modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,300,361,9,"II./FT.6 ; 8,84 t/pcs","II./FT.6 jelű 8,84 t/db", 2.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,150
,300,361,10,"II./FT.7 ; 8,84 t/pcs","II./FT.7 jelű 8,84 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,151
,300,361,11,"II./FT.8 ; 8,65 t/pcs","II./FT.8 jelű 8,65 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,152
,300,361,12,"II./FT.9 ; 8,65 t/pcs","II./FT.9 jelű 8,65 t/db", 5.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,153
,300,361,13,"II./FT.10 ; 8,84 t/pcs","II./FT.10 jelű 8,84 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,154
,300,361,14,"II./FT.11 ; 8,91 t/pcs","II./FT.11 jelű 8,91 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,155
,300,361,15,"II./FT.12 ; 8,91 t/pcs","II./FT.12 jelű 8,91 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,156
,300,361,16,"III./FT.1 ; 8,91 t/pcs","III./FT.1 jelű 8,91 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,157
,300,361,17,"III./FT.2 ; 8,65 t/pcs","III./FT.2 jelű 8,65 t/db", 6.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,158
,300,361,18,"III./FT.3 ; 8,84 t/pcs","III./FT.3 jelű 8,84 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,159
,300,361,19,"III./FT.4 ; 8,91 t/pcs","III./FT.4 jelű 8,91 t/db", 3.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,160
,300,361,20,"III./FT.5 ; 8,65 t/pcs","III./FT.5 jelű 8,65 t/db", 18.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,161
,300,361,21,"III./FT.6 ; 8,84 t/pcs","III./FT.6 jelű 8,84 t/db", 3.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,162
,300,361,22,"III./FT.7 ; 8,91 t/pcs","III./FT.7 jelű 8,91 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,163
,300,361,23,"III./FT.8 ; 8,65 t/pcs","III./FT.8 jelű 8,65 t/db", 6.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,164
,300,361,24,"III./FT.9 ; 8,95 t/pcs","III./FT.9 jelű 8,95 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,165
,300,361,25,"IV./FT.1 ; 7,28 t/pcs","IV./FT.1 jelű 7,28 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,166
,300,361,26,"IV./FT.2 ; 8,65 t/pcs","IV./FT.2 jelű 8,65 t/db", 5.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,167
,300,361,27,"IV./FT.3 ; 10,46 t/pcs","IV./FT.3 jelű 10,46 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,168
,300,361,28,"V./FT.1 ; 7,14 t/pcs","V./FT.1 jelű 7,14 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,169
x,,361,,Precast secondary girder  C40/50 (on average with 6 openings in web),Előregyártott szelemenek (Gerincben átlagosan 6db áttörés),,,,,,,,,IGAZ,IGAZ,IGAZ,0,,170
,300,361,29,"I./SZT.1 ; 13,51 t/pcs","I./SZT.1 jelű 13,51 t/db", 57.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,171
,300,361,30,"I./SZT.2 ; 10,8 t/pcs","I./SZT.2 jelű 10,8 t/db", 30.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,172
,300,361,31,"I./SZT.3 ; 2,95 t/pcs","I./SZT.3 jelű 2,95 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,173
,300,361,32,"I./SZT.4 ; 6,81 t/pcs","I./SZT.4 jelű 6,81 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,174
,300,361,33,"II./SZT.1 ; 14,52 t/pcs","II./SZT.1 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,175
,300,361,34,"II./SZT.2 ; 15,69 t/pcs","II./SZT.2 jelű 15,69 t/db", 19.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,176
,300,361,35,"II./SZT.3 ; 14,52 t/pcs","II./SZT.3 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,177
,300,361,36,"II./SZT.4 ; 14,39 t/pcs","II./SZT.4 jelű 14,39 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,178
,300,361,37,"II./SZT.5 ; 15,53 t/pcs","II./SZT.5 jelű 15,53 t/db", 24.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,179
,300,361,38,"II./SZT.6 ; 14,39 t/pcs","II./SZT.6 jelű 14,39 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,180
,300,361,39,"II./SZT.7 ; 14,52 t/pcs","II./SZT.7 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,181
,300,361,40,"II./SZT.8 ; 15,69 t/pcs","II./SZT.8 jelű 15,69 t/db", 14.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,182
,300,361,41,"II./SZT.9 ; 14,52 t/pcs","II./SZT.9 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,183
,300,361,42,"II./SZT.10 ; 15,69 t/pcs","II./SZT.10 jelű 15,69 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,184
,300,361,43,"II./SZT.11 ; 15,69 t/pcs","II./SZT.11 jelű 15,69 t/db", 3.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,185
,300,361,44,"II./SZT.12 ; 15,69 t/pcs","II./SZT.12 jelű 15,69 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,186
,300,361,45,"III./SZT.1 ; 15,69 t/pcs","III./SZT.1 jelű 15,69 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,187
,300,361,46,"III./SZT.2 ; 15,69 t/pcs","III./SZT.2 jelű 15,69 t/db", 15.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,188
,300,361,47,"III./SZT.3 ; 14,52 t/pcs","III./SZT.3 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,189
,300,361,48,"III./SZT.4 ; 15,53 t/pcs","III./SZT.4 jelű 15,53 t/db", 2.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,190
,300,361,49,"III./SZT.5 ; 15,53 t/pcs","III./SZT.5 jelű 15,53 t/db", 30.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,191
,300,361,50,"III./SZT.6 ; 14,39 t/pcs","III./SZT.6 jelű 14,39 t/db", 2.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,192
,300,361,51,"III./SZT.7 ; 15,69 t/pcs","III./SZT.7 jelű 15,69 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,193
,300,361,52,"III./SZT.8 ; 15,69 t/pcs","III./SZT.8 jelű 15,69 t/db", 15.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,194
,300,361,53,"III./SZT.9 ; 14,52 t/pcs","III./SZT.9 jelű 14,52 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,195
,300,361,54,"IV.SZT.1 ; 11,62 t/pcs","IV.SZT.1 jelű 11,62 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,196
,300,361,55,"IV.SZT.2 ; 11,57 t/pcs","IV.SZT.2 jelű 11,57 t/db", 8.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,197
,300,361,56,"IV.SZT.3 ; 11,61 t/pcs","IV.SZT.3 jelű 11,61 t/db", 5.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,198
,300,361,57,"IV.SZT.4 ; 11,62 t/pcs","IV.SZT.4 jelű 11,62 t/db", 1.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,199
,300,361,58,"V.SZT.1 ; 8,87 t/pcs","V.SZT.1 jelű 8,87 t/db", 14.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,200
,300,361,59,"V.SZT.2 ; 5,44 t/pcs","V.SZT.2 jelű 5,44 t/db", 4.00    ,db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,201
,,,,Metal  building structures ,Acél tartószerkezetek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,202
,300,361,60,Bracing in the roof plane,Merevítés tetősíkban, 155.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,203
,300,361,61,Steel structure of overpass,felüljáró acélszerkezete, 30.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,204
,300,361,62,Steel structure of smoke dome,Füstkupola acél tartószerkezete, 101.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,205
,300,361,63,Steel structure of roof machines,Tetőgépek acél tartószerkezete, 31.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,206
,300,361,64,Slab of logistic office and podium in boiler room,Logisztikai helyiségek zárófödémje és kazánház pódium, 8.50    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,207
,300,361,65,Steel structure of protecting roofs,Előtetők acélszerkezete, 60.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,208
,300,361,66,Secondary steel structure,Másodlagos acélszerkezetek, 75.00    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,209
,300,361,67,Other steel structures (stairs),Egyéb acélszerkezet( lépcső..), 3.10    ,t,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,210
,300,361,68,"LTP150x1,5 trapezoid sheet roofing","LTP150x1,5 trapézlemez"," 31,930.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,211
,300,361,69,"LTP150x1,25 trapezoid sheet roofing","LTP150x1,25 trapézlemez"," 2,770.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,212
,300,361,70,"LTP150x1,25 trapezoid sheet roofing - canopy","LTP150x1,25 trapézlemez - előtető", 792.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,213
,300,361,71,"LTP150x1,25 trapezoid sheet roofing","LTP150x1,25 trapézlemez", 148.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,214
,300,361,72,Metal grating walkway galvanised v=4cm,Járórács tüzihorganyzott v=4 cm, 128.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,215
,300,361,73,Metal grating walkway galvanised v=3cm,Járórács tüzihorganyzott v=3 cm, 31.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,216
,300,"350
360",, Ceilings  and roof stuctures total,Födém és tetőszerkezetek összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,217
,300,339,,"Constructions, other items","Szerkezetek, egyéb tételek összesen",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,218
x,,,,"Grounding and cover painting of steel structure:
- 1 lyr grounding + 2 lyrs cover, min. 60+2×50 µm","Alap- és fedőmázolás acél szerkezeten:
- 1rtg. alapozó + 2 rtg. fedőmázolás, min. 60+2×50 µm vtg-ban",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,219
,300,339,1,Steel structure of wall frames,Homlokzati acél falvázoszlop," 4,598.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,220
,300,339,2,Facade Auxilliary Steel structure - for openings and glazed wall,Acél homlokzati kiegészítő szerkezetek nyíláskiváltásokhoz és üvegszerkezetekhez, 919.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,221
,300,339,3,Steel structure of overpass and steel stairs,"Gyalogos felüljáró acélszerkezete, és acél lépcsők"," 1,330.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,222
x,300,339,4,Secondary steel structure (attika and other structures),Másodlagos acél tartószerkezetek (attika- és egyéb tartók)," 3,040.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,223
,300,339,5,Steel str. slab of logistic office,Logisztika térelválasztó födémszerkezete, 132.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,224
,,,,Fire resistant painting (30 min.) of following steel structure:,Tűzgátló festés (30 perces) alábbi acél szerkezeten:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,225
,300,339,6,"Steel structure of wall frames, at areas acc. to fire barrier rules","Homlokzati acél falvázoszlop, a homlokzati tűzterjedési gátra vonatkozó előírások szerinti helyeken", 242.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,226
,300,339,7,"Facade Auxilliary Steel structure - for openings and glazed wall, at areas acc. to fire barrier rules","Acél homlokzati kiegészítő szerkezetek nyíláskiváltásokhoz és üvegszerkezetekhez, a homlokzati tűzterjedési gátra vonatkozó előírások szerinti helyeken", 48.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,227
,300,339,8,"Secondary steel structure (attika and other structures), at areas acc. to fire barrier rules","'Másodlagos acél tartószerkezetek (attika tartók és egyéb tartók), a homlokzati tűzterjedési gátra vonatkozó előírások szerinti helyeken", 160.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,228
,300,339,9,Fire curtain walls,Füstkötényfal, 880.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,229
,300,339,10,Sprinkler building,sprinkler gépház, 240.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,230
,300,339,11,Gate building,porta acélszerkezete, 250.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,231
,300,339,12,Bracing in the roof plane,Merevítő acélszerkezetek," 6,200.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,232
,300,339,13,Steel structure of elevator,Teherlift acélszerkezete, 270.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,233
,300,339,14,Palette storage,Raklaptároló," 1,488.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,234
,300,339,15,Podium in boiler room,Kazánházi podium acél tartószerkezete, 208.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,235
,300,339,16,Steel structure of smoke dome,Füstkupola tartószerkezete," 4,040.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,236
x,,,,Hot-dip-galvanization on structural steel surface:,Tüzihorganygás acél szerkezeten:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,237
,300,339,17,Steel structure of roof machines,Tetőgéptartók , 961.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,238
,300,339,18,Steel structure of protecting roofs,Előtetők acél szerkezete kültéri, 240.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,239
,300,339,,"Constructions, other items","Szerkezetek, egyéb tételek összesen",,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,240
,300,"330
340",,Facade works,Homlokzatképzés,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,241
,,,,Note,Megjegyzés:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,242
,300,332,,Non loadbearing external walls,"Külső,  nem teherhordó falazatok",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,243
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,244
,,,,1F-01 - Wall of the shaft with ground-water insulation - PRODUCING HALL,"1F-01 - Pincefal talajvíz ellen szigetelve, aknában - CSARNOK",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,245
,300,332,1,10 cm Breeze block wall for the ground-waterproofing,"10 cm Beton zsalukő, szigetelést tartó falazat", 380.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,246
,300,332,2,"1,5 cm Plaster","1,5 cm Vakolat, felületkiegyenlítésre", 625.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,247
,300,332,3,"1 layer Cold, solvent-free bituminous surface-preparation",1 rtg Oldószermentes hideg bitumenmáz kellősítés," 1,025.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,248
,300,332,4,"2 layer Polyester inserted SBS modificated bituminous waterproofing layer against groundwater, min. thickness: 4 mm","2 rtg. Min. 4 mm vtg., poliészter betétes SBS modifikált bitumenes vastaglemez, talajvíz elleni szigetelés"," 1,025.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,249
,,,,"30 cm Monolithic reinforced concrete wall, according to structural engineering",30 cm Monolit vasbeton falszerkezet tartószerkezeti tervek szerint,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,250
,,,,1 rtg. Painting works,"1 rtg. Glettelés, festés",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,251
,,,,2F-03 - Brick wall / reinforced concrete wall with sine-shaped metal covering - OFFICE,2F-03 - Kerámia vázkitöltő fal / vb. merevítőfal fém sinuslemez burkolattal - IRODA,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,252
,300,332,5,"1 layer Steel, vertical sine-shaped covering, antracite colour, fixed on a metal frame

RAL7016","1 rtg. Fém sinuslemez homlokzatburkolat, függőleges kiosztásban, antracit színben, rendszerazonos fém vázbordára szerelve
RAL7016", 260.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,253
,300,332,,4 cm Ventillated air-gap,4 cm Átszellőztetett légrés,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,254
,300,332,6,"18 cm Mineral wool heat insulation, glued, mechanically fixed","18 cm Ásványi szálas hőszigetelés, ragasztva, dűbelezve", 260.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,255
,300,332,7,25 cm Brick wall / reinforced concrete wall,25 cm Kerámia falazat , 245.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,256
,,,,1 cm Internal plaster,1 cm Belső oldali vakolat,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,257
,,,,1 rtg. Painting works,"1 rtg. Glettelés, festés",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,258
,,,,2F-04 - Brick wall / reinforced concrete wall with plaster covering - OFFICE,2F-04 - Kerámia vázkitöltő fal / vb. merevítőfal vékonyvakolati rendszerrel - IRODA,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,259
,300,331,8,"1 layer Facade plaster, white colour","1 rtg. Vékonyvakolat, fehér színben", 440.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,260
,300,331,9,1 layer Glass fabric net embeded in adhesive layer,"1 rtg. Üvegszövet háló, ragasztórétegbe ágyazva", 440.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,261
,300,331,10,"18 cm Mineral wool heat insulation, glued, mechanically fixed","18 cm Vakolható ásványi szálas hőszigetelés, ragasztva, dűbelezve", 440.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,262
,,,11,25 cm Brick wall / reinforced concrete wall,25 cm Kerámia falazat / vasbeton merevtőfal, 440.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,263
,300,331,,"2F-01 - Sandwich panel facade, general location - PRODUCING FACTORY",2F-01-- Szendvicspanel falszerkezet általános helyen - CSARNOK,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,264
,300,331,11," Sandwich panel facade system with metal coating and 15 cm mineral wool insulation, horizontal design, mechanically fixed to a steel wall frame
RAL7016","15 cm Ásványi szálas hőszigetelő maggal ellátott acél fegyverzetű szendvicspanel, fekvő kivitelben, acél falvázhoz mechanikailag rögzítve
RAL7016"," 11,300.00    ",m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,265
,300,331,,"2F-02 - Sandwich panel facade, office location - PRODUCING FACTORY",2F-02 - Szendvicspanel falszerkezet irodai helyen - CSARNOK,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,266
,300,331,12,"15 cm Panelished facade system with metal coating and mineral wool insulation, fixed with border plates
RAL7016","15 cm Ásványi szálas hőszigetelő maggal ellátott acél fegyverzetű szendvicspanel, fekvő kivitelben, acél falvázhoz mechanikailag rögzítve
RAL7016", 60.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,267
,300,331,,"2,5 cm 2 layer of plasterboard, internal covering","2,5 cm 2 rtg. gipszkarton, belső oldali burkolat",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,268
,300,331,,"2,5 mm Painting works","2,5 mm glettelés festés",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,269
,300,331,13,"Placing Purenit polyurethane hard foam heat insulation strip for aluminium windows side edges, connecting to concret construction, size: 6x14",Purenit poliuretán keményhab hőszigetelő csík beépítése alumínium ablakok oldalsó csatlakozásánál vasbeton/homlokzati szerkezethez mérete: 6x14 cm, 50.00    ,m2,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,270
,300,331,14,"Placing Purenit polyurethane hard foam heat insulation strip for aluminium windows bottom edges, connecting to concret construktion size: 6x8,5 cm","Purenit poliuretán keményhab hőszigetelő csík beépítése alumínium ablakok alsó csatlakozásánál vasbeton  szerkezethez: 6x8,5 cm", 150.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,271
,300,331,15,"Installation of bottom L profile  (L 60/110/3) supporting steel element of windows, placed along to the bottom length in every 50 cm-s, related levels: from 3rd to 6th floor","Homlokzati ablakok rögzítéséhez alsó L acél profil (L 60/110/3) szinttező konzol elhelyezése beépítéssel, ablakok alsó hosszában 50 cm-enként elhelyezve, vonatkozó szintek: 3. - 6. emelet", 300.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,272
,300,331,16,"Powder-coated closure in developed width of 350 mm around  doors, windows and 700 mm around gates to the expanded sheeting plane with metal fixing items, according to detail drawing","Nyílászárók körüli porszórt alu lemez lezárás a nyílások körül az expandált lemez burkolat síkjáig kivezetve, acél rögzítőelemekkel, részletrajz szerint, kit.szél ajtóknál, ablakoknál 350 mm, kapuknál 700 mm", 452.80    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,273
,300,331,17,Dimension: 350 mm,Kit. Szélesség: 350 mm, 600.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,274
,300,331,18,Dimension: 700 mm,Kit. Szélesség: 700 mm, 420.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,275
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,276
,300,331,,Non loadbearing external walls,"Külső, nem teherviselő külső falak",,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,277
,300,333,,External doors and windows,Homlokzati nyílászárók,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,278
,,,,External industrial doors/gates,Homlokzati ipari kapuk,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,279
,300,333,,"Installation of sectional industrial gate, with accessories, ASA-ABLOY_OH1042P overhead  or equal quality, glassed strip, key control, remote control, opening sensor, pull switch, push button, radar motion sensor, motorized drive, RAL 7016 grey, ","Szekcionált ipari kapu elhelyezése beépítéssel, tartozékokkal, ASA-ABLOY_OH1042P overhead   vagy azzal egyenértékű, üvegezett sávval, kulcsos vezérlővel, távirányítással, nyitásérzékelővel, húzókapcsolóval, nyomógombal, radaros mozgásérzékelővel, motoros meghajtás, RAL 7016 szürke színben, u=1,1 W/m2K, ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,280
,300,333,1,Dimension:: 3000x3000 mm,Méret: 3000x3000 mm, 3.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,281
,300,333,2,Dimension:: 3000x4000 mm,Méret: 3000x4000 mm, 1.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,283
,300,333,3,Dimension: 4000x4000 mm,Méret: 4000x4000 mm, 3.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,284
,300,333,4,Dimension: 4000x5000 mm,Méret: 4000x5000 mm, 1.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,285
,300,333,,"Installation of sectional industrial gate, with accessories,connected to RWA system ASA-ABLOY_OH1042P or equal quality, glassed strip, key control, remote control, opening sensor, pull switch, push button, radar motion sensor, motorized drive, with accupack RAL 7016 grey,","Szekcionált ipari kapu elhelyezése beépítéssel, tartozékokkal, RWA rendszerhez csatlakoztatva ASA-ABLOY_OH1042P vagy azzal egyenértékű, üvegezett sávval, kulcsos vezérlővel, távirányítással, nyitásérzékelővel, húzókapcsolóval, nyomógombal, radaros mozgásérzékelővel, motoros meghajtás, akkupakkal ellátva RAL 7016 szürke  ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,286
,300,333,5,Dimension:: 3000x3000 mm,Méret: 3000x3000 mm, 1.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,287
x,300,333,6,Dimension:: 3000x3000 mm,Méret: 3000x3000 mm Dokkolóban, 8.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,288
x,300,333,7,Dimension: 4000x4000 mm,Méret: 4000x4000 mm, 5.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,289
x,300,333,8,Dimension: 4000x5000 mm,Méret: 4000x5000 mm, 2.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,290
,300,333,9,Dimension: 5000x5000 mm,Méret: 5000x5000 mm, 2.00    ,db/pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,291
,300,333,,High speed doors,Ipari gyorskapuk,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,292
,300,333,,"Installation of high speed door, with accessories, Crawford HS90020G or equal quality, glassed strip, key control, remote control, opening sensor, pull switch, push button, radar motion sensor, motorized drive,  RAL 7016 ","Ipari gyorskapu elhelyezése beépítéssel, tartozékokkal,  Crawford HS90020G vagy azzal egyenértékű, üvegezett sávval, kulcsos vezérlővel, távirányítással, nyitásérzékelővel, húzókapcsolóval, nyomógombal, radaros mozgásérzékelővel, motoros meghajtás,  RAL 7016 szürke  ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,293
